"","policyid","latitude","longitude","building_limit","site_deductible","construction","year_built","num_stories","basement","elev_ft","first_floor_elev_ft","rel_elev_ft","floodzone","pre_firm","distance_to_river_ft","stream_order","rand_uni","training","estimated_LR_A","estimated_LR_B"
"16994",121836,30.276519207,-81.44339952,5e+05,1000,"Wood",2014,1,FALSE,10.4,1,-1.1,"X",FALSE,361,1,0.465875909198076,1,0.0935220236578296,0.0944605409259792
"16995",121837,30.276696338,-81.44512793,473000,1000,"Wood",2015,2,FALSE,9.1,1,-3.1,"X",FALSE,763,1,0.387438955716789,1,1.02736223869326,0.736876540558264
"16996",121838,30.276954346,-81.44566297,488000,1000,"Wood",2013,2,FALSE,9,1,-3.6,"X",FALSE,843,1,0.147556271869689,1,1.15296022540259,0.72516981614997
"16997",121839,30.277429743,-81.44577035,618000,500,"Wood",2014,2,FALSE,9.1,1,-3.5,"X",FALSE,768,1,0.83062677201815,NA,1.25799581940342,0.834686045475399
"16998",121840,30.277885187,-81.445685,635000,1000,"Wood",2014,2,FALSE,9.3,1,-3.2,"X",FALSE,648,1,0.0139108472503722,1,1.01948606804518,0.727727090049282
"16999",121841,30.273733782,-81.44357246,3e+05,1000,"Wood",2014,1,FALSE,9,1,-2.7,"X",FALSE,340,2,0.377120367018506,1,1.10377100968242,0.681401180963004
"17000",121842,30.274330284,-81.44385789,327000,1000,"Wood",2014,2,FALSE,9,1,-2.7,"X",FALSE,540,2,0.989124600309879,NA,1.00051466817433,0.798409427884621
"17001",121843,30.274641723,-81.44343919,308000,1000,"Masonry",2014,1,FALSE,9.3,1,-2.3,"X",FALSE,672,2,0.607437738217413,1,0.789007716104126,0.628966529574897
"17002",121844,30.274494697,-81.44310251,312000,1000,"Wood",2014,1,FALSE,9.4,1,-2,"X",FALSE,636,2,0.106856281636283,1,0.774643873947243,0.668904907986916
"17003",121845,30.275520172,-81.44418207,295000,1000,"Wood",2015,2,FALSE,9.2,1,-2.7,"X",FALSE,775,1,0.516532266512513,1,0.967089177257964,0.749134222917243
"17004",121846,30.276130667,-81.44384169,288000,1000,"Masonry",2015,1,FALSE,9.8,1,-1.9,"X",FALSE,557,1,0.673251717118546,1,0.616890158507211,0.548446122201588
"17005",121847,30.280997272,-81.44642816,624000,1000,"Wood",2015,2,FALSE,10.1,1,-2.6,"X",FALSE,249,1,0.498052430339158,1,0.569323488473698,0.287658452372594
"17006",121848,30.28010351,-81.44420409,405000,1000,"Wood",2015,1,FALSE,11.9,1,0.2,"X",FALSE,206,1,0.633730672765523,1,0.0943870746280186,0.0710451463092653
"17007",121849,30.280713066,-81.44460303,416000,1000,"Masonry",2014,2,FALSE,12,1,0.2,"X",FALSE,236,1,0.164477920625359,1,0.0751049797619883,0.0714206607787403
"17008",121850,30.281064022,-81.44476425,395000,1000,"Wood",2015,1,FALSE,12.2,1,0.3,"X",FALSE,271,1,0.486123281065375,1,0.0944892316349389,0.09831796211308
"17009",121851,30.283225056,-81.44546028,464000,1000,"Wood",2015,2,FALSE,13.8,1,1.6,"X",FALSE,863,1,0.557269541546702,1,0.0305361160535201,0.0709235946857327
"17010",121852,30.282611143,-81.44399461,425000,1000,"Wood",2015,2,FALSE,13.2,1,1.9,"X",FALSE,825,1,0.508105860790238,1,0.0831662917282573,0.208208091132642
"17011",121853,30.282049502,-81.44401563,499000,1000,"Wood",2015,2,FALSE,12.9,3,1.5,"X",FALSE,675,1,0.676027624867857,1,0.0443303830161033,0.100670216417974
"17012",121854,30.282108329,-81.44445809,519000,1000,"Wood",2015,2,FALSE,13,1,1.3,"X",FALSE,591,1,0.0240185137372464,1,0.0304363212382079,0.0674767791920118
"17013",121855,30.282184642,-81.44479483,531000,1000,"Wood",2015,1,FALSE,13,1,1.2,"X",FALSE,553,1,0.515056470409036,1,0.0344431406931203,0.0688131154566758
"17014",121856,30.280335277,-81.44293143,490000,1000,"Wood",2015,2,FALSE,11.7,1,0.8,"X",FALSE,580,1,0.0311917944345623,1,0.0909225074708744,0.177578606000147
"17015",121857,30.280409265,-81.44394295,405000,1000,"Wood",2015,2,FALSE,12,1,0.6,"X",FALSE,339,1,0.355328579666093,1,0.0833238754398587,0.130042417148668
"17016",121858,30.280173025,-81.44365493,393000,1000,"Wood",2015,2,FALSE,11.9,1,0.6,"X",FALSE,361,1,0.784326937748119,1,0.086718651794524,0.144773704949201
"17017",121859,30.277838738,-81.44895281,437000,1000,"Wood",2001,2,FALSE,11.2,1,-3.4,"X",FALSE,1489,1,0.714013633551076,1,0.0976971867527827,0.0619804408390186
"17018",121860,30.278500504,-81.44920893,4e+05,1000,"Wood",2001,1,FALSE,12.1,1,-2.6,"X",FALSE,1412,1,0.0736975707113743,1,0.111166429575165,0.0792949778015625
"17019",121861,30.27981664,-81.44819462,540000,1000,"Wood",2002,2,FALSE,9.2,1,-4.3,"X",FALSE,887,1,0.548401064006612,1,1.27087034437857,0.670232333267276
"17020",121862,30.277246967,-81.44834729,381000,1000,"Wood",2001,2,FALSE,9.4,1,-4.5,"X",FALSE,1373,2,0.2941610570997,1,0.951158904588319,0.457095226221717
"17021",121863,30.275488519,-81.45184747,379000,1000,"Wood",2004,2,FALSE,18,1,0.8,"X",FALSE,721,2,0.797547924565151,1,0.0308385418764015,0.0587426202417734
"17022",121864,30.277166545,-81.45079983,477000,1000,"Wood",2003,1,FALSE,17,1,1,"X",FALSE,1255,2,0.121424818178639,1,0.0974515550095447,0.174733798799936
"17023",121865,30.2772302,-81.45045513,578000,1000,"Wood",2003,2,FALSE,15.9,1,0.2,"X",FALSE,1276,2,0.152962522115558,1,0.0821690259269229,0.131716512861989
"17024",121866,30.277093829,-81.45181093,401000,1000,"Wood",2002,1,FALSE,19.5,1,2.8,"X",FALSE,1285,2,0.92154576163739,NA,0.0944221867693639,0.247876423048858
"17025",121867,30.276931254,-81.45194054,291000,1000,"Masonry",2002,1,FALSE,19.7,1,2.9,"X",FALSE,1237,2,0.9742428928148,NA,0.0873527815791622,0.226968858520026
"17026",121868,30.276568057,-81.45297808,406000,1000,"Masonry",2002,2,FALSE,20.9,1,3.4,"X",FALSE,1187,2,0.85435904073529,NA,0.0751893460419612,0.221206322057482
"17027",121869,30.275884932,-81.45320843,284000,1000,"Wood",2002,1,FALSE,20.5,1,2.6,"X",FALSE,963,2,0.148207056103274,1,0.0354584277554852,0.0924011649756277
"17028",121870,30.276640088,-81.45375235,504000,1000,"Wood",2003,1,FALSE,21.8,1,3.9,"X",FALSE,1271,2,0.0350881286431104,1,0.0344946032441013,0.095584462779122
"17029",121871,30.277982238,-81.45242208,365000,1000,"Wood",2002,1,FALSE,20.3,1,3.3,"X",FALSE,1645,2,0.311594786122441,1,0.0948583671625729,0.24888320059733
"17030",121872,30.274322122,-81.4523672,441000,1000,"Wood",2003,2,FALSE,13,1,-4.4,"X",FALSE,348,2,0.698690877761692,1,0.312417667685929,0.14291755217508
"17031",121873,30.274230525,-81.45316332,363000,1000,"Wood",2002,2,FALSE,13.3,1,-4.5,"X",FALSE,375,2,0.773581372341141,1,0.406543502239241,0.1950785115713
"17032",121874,30.279256509,-81.45221981,458000,1000,"Wood",2002,2,FALSE,19.6,1,2.9,"X",FALSE,2080,2,0.302814436145127,1,0.0828303829696533,0.231321758220872
"17033",121875,30.278807731,-81.45312459,298000,1000,"Wood",2003,2,FALSE,20.9,1,3.6,"X",FALSE,1989,2,0.65161992283538,1,0.0312204117613214,0.0880811766576071
"17034",121876,30.278198569,-81.4538357,350000,1000,"Masonry",2003,1,FALSE,22.2,1,4.3,"X",FALSE,1824,1,0.103779564378783,1,0.0318615106843732,0.0862551658952363
"17035",121877,30.279962023,-81.45059829,429000,1000,"Wood",2003,2,FALSE,16.2,1,0.7,"X",FALSE,1594,1,0.0685858617071062,1,0.105027323883636,0.1861684445859
"17036",121878,30.280765483,-81.45380512,352000,1000,"Wood",2003,1,FALSE,20.2,1,2.7,"X",FALSE,2382,1,0.117773037403822,1,0.115550302971605,0.288293981304573
"17037",121879,30.281740468,-81.45400954,456000,1000,"Wood",2003,2,FALSE,20.1,1,2.6,"X",FALSE,2575,1,0.264013109495863,1,0.100705471335547,0.273941623499414
"17038",121880,30.281489507,-81.45334958,462000,500,"Masonry",2003,1,FALSE,19.9,1,2.7,"X",FALSE,2440,1,0.520306226331741,1,0.0985068654446216,0.25320685981526
"17039",121881,30.281115141,-81.45317847,472000,1000,"Wood",2003,1,FALSE,19.9,1,2.8,"X",FALSE,2377,1,0.766425190260634,1,0.110419219207336,0.280229988963276
"17040",121882,30.280842598,-81.45260542,365000,1000,"Wood",2003,2,FALSE,19.6,1,2.8,"X",FALSE,2194,1,0.492421811213717,1,0.0985008772316653,0.270321903136795
"17041",121883,30.280537781,-81.45095605,479000,1000,"Wood",2003,2,FALSE,17.3,1,1.5,"X",FALSE,1678,1,0.984200631966814,NA,0.104541222511559,0.226893764002823
"17042",121884,30.281132414,-81.45066952,405000,1000,"Masonry",2004,1,FALSE,16.4,1,0.9,"X",FALSE,1586,1,0.0736579473596066,1,0.108617429066696,0.185764019769959
"17043",121885,30.281392775,-81.45077832,510000,1000,"Masonry",2004,1,FALSE,16.6,1,1.1,"X",FALSE,1629,1,0.956636133370921,NA,0.107513597449349,0.19479568302428
"17044",121886,30.281161464,-81.44967624,358000,1000,"Wood",2003,1,FALSE,13.3,1,-1.4,"X",FALSE,1274,1,0.828741249861196,NA,0.120097898052533,0.116077554057878
"17045",121887,30.280962898,-81.44840548,350000,1000,"Wood",2003,1,FALSE,9.6,1,-4.1,"X",FALSE,869,1,0.974658727645874,NA,1.07049355795669,0.536892186204134
"17046",121888,30.280088649,-81.44903287,480000,1000,"Wood",2004,1,FALSE,11.7,1,-2.8,"X",FALSE,1103,1,0.637750228168443,1,0.118585700946607,0.0823611188894405
"17047",121889,30.284448931,-81.45070676,531000,2500,"Wood",2005,2,FALSE,16.6,1,1.4,"X",FALSE,2061,1,0.873201325768605,NA,0.124909128791498,0.248882507642185
"17048",121890,30.282569027,-81.44851383,604000,1000,"Wood",2005,2,FALSE,9.3,1,-4.2,"X",FALSE,1096,1,0.460370187181979,1,1.22991888772117,0.658274746638701
"17049",121891,30.283276582,-81.44955729,404000,1000,"Wood",2004,2,FALSE,12.3,1,-2.1,"X",FALSE,1514,1,0.6864683853928,1,0.119953773957327,0.105116809084796
"17050",121892,30.283356367,-81.45023563,568000,1000,"Wood",2003,2,FALSE,14.6,1,-0.3,"X",FALSE,1708,1,0.629336665384471,1,0.0999571323077577,0.138506434843269
"17051",121893,30.283461337,-81.4491324,370000,1000,"Wood",2004,1,FALSE,10.9,1,-3.3,"X",FALSE,1450,1,0.390463993884623,1,0.392181714742347,0.233266853486452
"17052",121894,30.281774112,-81.45239509,387000,1000,"Wood",2003,2,FALSE,19.3,1,2.8,"X",FALSE,2154,1,0.278983126860112,1,0.0982446157322001,0.270697152225289
"17053",121895,30.283859953,-81.45342722,467000,1000,"Masonry",2004,2,FALSE,19.5,1,2.6,"X",FALSE,2685,1,0.749725982546806,1,0.0880500845461891,0.239077250637942
"17054",121896,30.284086919,-81.45188977,461000,1000,"Wood",2004,2,FALSE,18.7,1,2.6,"X",FALSE,2292,1,0.291213616495952,1,0.0974861731484493,0.267339778871005
"17055",121897,30.284536407,-81.45408708,426000,1000,"Wood",2003,2,FALSE,19.5,1,2.3,"X",FALSE,2979,1,0.269700133008882,1,0.0863070741863269,0.219613568936575
"17056",121898,30.28478284,-81.45368594,439000,1000,"Wood",2003,1,FALSE,19,1,2.2,"X",FALSE,2909,1,0.0851649174001068,1,0.465525267380027,1.06498247137677
"17057",121899,30.284977708,-81.4524588,470000,1000,"Wood",2004,1,FALSE,18.9,1,2.7,"X",FALSE,2619,1,0.022580279968679,1,0.409671313136928,1.02876235021927
"17058",121900,30.274308565,-81.46965352,444000,1000,"Wood",1989,2,FALSE,28,1,2.2,"X",FALSE,2710,1,0.969063686905429,NA,0.0861619614498578,0.215493725443694
"17059",121901,30.275712044,-81.4686393,534000,500,"Masonry",1990,1,FALSE,26.4,3,1,"X",FALSE,2150,1,0.887297583278269,NA,0.0512718278252453,0.0891285116213006
"17060",121902,30.276914417,-81.46726432,553000,1000,"Wood",1998,2,FALSE,23.3,1,-1.3,"X",FALSE,1541,1,0.967228769091889,NA,0.104018863043638,0.112706506401935
"17061",121903,30.276482008,-81.46813711,351000,1000,"Wood",1989,2,FALSE,25.1,1,0,"X",FALSE,1857,1,0.302867865888402,1,0.0986998783861619,0.14386665928576
"17062",121904,30.279476214,-81.46840612,442000,500,"Wood",1990,1,FALSE,22,1,-2.9,"X",FALSE,1613,1,0.229721943615004,1,0.108500829943593,0.072893647000258
"17063",121905,30.280006733,-81.46858881,464000,1000,"Wood",1990,2,FALSE,22.3,1,-2.9,"X",FALSE,1685,1,0.766332377213985,1,0.0973879571706901,0.0696736156905136
"17064",121906,30.280673448,-81.46999642,436000,1000,"Wood",1991,2,FALSE,25.6,1,-0.3,"X",FALSE,2166,1,0.419118534075096,1,0.0829935720959515,0.112142845682202
"17065",121907,30.28057493,-81.47278737,385000,1000,"Wood",1990,2,FALSE,29.1,1,1.8,"X",FALSE,698,1,0.0422364356927574,1,0.0982530234483504,0.241459821106449
"17066",121908,30.276979347,-81.46956476,510000,1000,"Wood",1990,2,FALSE,26.7,1,1,"X",FALSE,2163,1,0.780368977924809,1,0.0824965141325965,0.155594110416965
"17067",121909,30.277679958,-81.46837433,362000,1000,"Wood",1990,1,FALSE,24.2,1,-0.9,"X",FALSE,1718,1,0.000262677436694503,1,0.120017726915496,0.129074030727906
"17068",121910,30.278597702,-81.46907274,429000,500,"Wood",1992,1,FALSE,24.6,1,-0.8,"X",FALSE,1845,1,0.172861547674984,1,0.10865187703426,0.122718078344512
"17069",121911,30.279232158,-81.46893238,409000,500,"Masonry",1990,1,FALSE,23.9,1,-1.5,"X",FALSE,1779,1,0.45487010688521,1,0.0988504787378522,0.0937293111913258
"17070",121912,30.279126798,-81.47064231,590000,1000,"Wood",1990,1,FALSE,27.4,3,1.3,"X",FALSE,2320,1,0.530796640785411,1,0.049897965375719,0.0918291953210688
"17071",121913,30.278837104,-81.47062139,659000,1000,"Wood",1990,2,FALSE,27.4,1,1.3,"X",FALSE,2320,1,0.0739243892021477,1,0.0901057645972604,0.183890709955393
"17072",121914,30.277937475,-81.47076854,542000,1000,"Wood",1997,2,FALSE,28,1,1.7,"X",FALSE,2416,1,0.122971093747765,1,0.0905958504729512,0.202755839718138
"17073",121915,30.279094194,-81.47132089,364000,1000,"Wood",1989,1,FALSE,28.8,1,2,"X",FALSE,2535,1,0.355972660705447,1,0.0947630191237368,0.206280756730818
"17074",121916,30.27911346,-81.47168877,4e+05,1000,"Masonry",1990,1,FALSE,29,1,2.1,"X",FALSE,811,1,0.219573496840894,1,0.0891438613491093,0.215464924871212
"17075",121917,30.27945289,-81.47188251,474000,1000,"Wood",1990,1,FALSE,29.1,1,2.1,"X",FALSE,762,1,0.632906555663794,1,0.0936984418076234,0.228995106276714
"17076",121918,30.279398147,-81.47139995,352000,1000,"Wood",1989,2,FALSE,28.9,3,2,"X",FALSE,910,1,0.401955199427903,1,0.0449373811913568,0.11180694425862
"17077",121919,30.279152111,-81.47352262,433000,1000,"Wood",1990,2,FALSE,28.9,1,1.3,"X",FALSE,234,1,0.29592087585479,1,0.414208607998707,0.515701634411285
"17078",121920,30.279745517,-81.47353608,373000,1000,"Wood",1993,1,FALSE,28.9,1,1.3,"X",FALSE,329,1,0.063052425859496,1,0.45368006373118,0.74867311194979
"17079",121921,30.275630118,-81.47195601,414000,1000,"Wood",1990,2,FALSE,29.1,3,2.1,"X",FALSE,712,1,0.512056463165209,1,0.0497565752399793,0.130007806493728
"17080",121922,30.275574617,-81.47226579,399000,2500,"Wood",1989,1,FALSE,29.1,1,1.9,"X",FALSE,618,1,0.726913170656189,1,0.119027908826194,0.260399923836257
"17081",121923,30.275569632,-81.47361391,453000,2500,"Masonry",1990,1,FALSE,28.8,1,1.2,"X",FALSE,198,1,0.234243478626013,1,0.44926841071885,0.39452950938768
"17082",121924,30.273931333,-81.47385623,505000,1000,"Wood",1999,1,FALSE,28.9,1,1,"X",FALSE,213,1,0.234864468453452,1,0.447933970073806,0.431521060386189
"17083",121925,30.273110295,-81.4739959,506000,1000,"Masonry",1990,1,FALSE,28.8,1,0.9,"X",FALSE,320,1,0.136268353322521,1,0.416387180493313,0.610350778427374
"17084",121926,30.271743984,-81.4739753,484000,1000,"Wood",1989,1,FALSE,28.8,1,0.9,"X",FALSE,593,1,0.465865168720484,1,0.448256172601991,0.823874362958834
"17085",121927,30.272959586,-81.4745852,487000,1000,"Wood",1991,2,FALSE,28.9,1,0.7,"X",FALSE,212,1,0.406368251657113,1,0.37341979976192,0.360462263437049
"17086",121928,30.28181166,-81.46884339,571000,1000,"Wood",1996,2,FALSE,22.6,3,-2.6,"X",FALSE,1960,1,0.0174538567662239,1,0.0537188126844451,0.0406698271575867
"17087",121929,30.282380687,-81.46726975,627000,1000,"Wood",1995,2,FALSE,19.4,1,-4.9,"X",FALSE,1661,1,0.844444361515343,NA,0.600398191055227,0.262403679774163
"17088",121930,30.275485902,-81.46371422,352000,1000,"Wood",2007,2,FALSE,21.1,1,-1.9,"X",FALSE,1043,1,0.498626820975915,1,0.0986114774805305,0.0925321008518124
"17089",121931,30.275228819,-81.46452025,428000,1000,"Wood",2007,1,FALSE,21.9,1,-1.5,"X",FALSE,1260,1,0.135326752671972,1,0.110846687993894,0.105403207534839
"17090",121932,30.275711526,-81.46438931,394000,500,"Wood",2013,2,FALSE,21.4,1,-1.9,"X",FALSE,1097,1,0.951746404636651,NA,0.0958728264444208,0.0922148969771864
"17091",121933,30.276772815,-81.46413948,453000,1000,"Masonry",2011,1,FALSE,20.2,1,-3,"X",FALSE,777,1,0.80923667922616,NA,0.224642502754287,0.15148341253501
"17092",121934,30.276847856,-81.46436219,380000,1000,"Wood",2012,2,FALSE,20.5,1,-2.9,"X",FALSE,817,1,0.218306465540081,1,0.0982363613006841,0.0730894243527084
"17093",121935,30.277717511,-81.46268549,485000,1000,"Wood",2013,2,FALSE,18.3,2.7,-3.9,"A",FALSE,204,1,0.29344053985551,1,0.177732037442754,0.304685922764458
"17094",121936,30.277459524,-81.46478627,406000,1000,"Masonry",2012,1,FALSE,20.2,1,-3.3,"X",FALSE,794,1,0.287411506287754,1,0.225455661569908,0.140125162485266
"17095",121937,30.27862591,-81.4637285,413000,1000,"Wood",2013,1,FALSE,18.9,1,-4.1,"X",FALSE,273,1,0.0925536379218102,1,0.98529105000107,0.341846403683386
"17096",121938,30.275418562,-81.46272127,455000,2500,"Wood",2011,2,FALSE,20.7,1,-2,"X",FALSE,946,1,0.766946302494034,1,0.103473544533095,0.0908819674436596
"17097",121939,30.276075312,-81.46249326,335000,1000,"Wood",2013,2,FALSE,19.8,1,-2.6,"X",FALSE,697,1,0.737265248317272,1,0.224362116190023,0.180781805707507
"17098",121940,30.278523451,-81.47489799,846000,1000,"Wood",1994,2,FALSE,29.1,1,1.1,"X",FALSE,170,1,0.634773570578545,1,0.0813647898805035,0.0693122702766909
"17099",121941,30.27971109,-81.47841349,437000,1000,"Wood",1993,2,FALSE,35.9,1,6.2,"X",FALSE,919,1,0.767366955988109,1,0.0830590560777025,0.279000560480405
"17100",121942,30.280300937,-81.47860927,381000,1000,"Wood",1993,2,FALSE,36.8,1,6.8,"X",FALSE,865,1,0.534320353297517,1,0.0835808255677992,0.287031018182636
"17101",121943,30.279721987,-81.47477966,362000,2500,"Wood",1990,2,FALSE,28.9,1,0.7,"X",FALSE,7,1,0.878298173192889,NA,0.456786732495313,0.273841312703411
"17102",121944,30.281490325,-81.47822581,447000,1000,"Wood",1994,1,FALSE,35.1,3,5.2,"X",FALSE,681,1,0.974106436828151,NA,0.0161387450495889,0.048090859501643
"17103",121945,30.278192144,-81.47899363,482000,1000,"Masonry",1990,1,FALSE,36.6,1,6.5,"X",FALSE,1394,1,0.723322198260576,1,0.0314077664345767,0.095881699039518
"17104",121946,30.276438199,-81.48159018,862000,1000,"Masonry",1991,1,FALSE,34.1,1,3.4,"X",FALSE,2033,1,0.730078752152622,1,0.0837341859916555,0.223745791884959
"17105",121947,30.27615265,-81.47874233,617000,1000,"Wood",1992,2,FALSE,33.2,1,3.2,"X",FALSE,1435,1,0.482872833497822,1,0.0302741969319805,0.0885771203393322
"17106",121948,30.27598902,-81.48057929,499000,1000,"Wood",1993,2,FALSE,33.3,1,3,"X",FALSE,1948,1,0.125008395407349,1,0.0971919455336515,0.274580811435089
"17107",121949,30.277388775,-81.47558001,393000,2500,"Wood",1995,1,FALSE,29.9,1,1.1,"X",FALSE,436,1,0.935872181551531,NA,0.0373242560437871,0.0681881066743905
"17108",121950,30.276813264,-81.47497216,596000,500,"Masonry",1993,2,FALSE,29.5,1,1,"X",FALSE,295,1,0.454306546598673,1,0.0730476512057477,0.111513060117296
"17109",121951,30.27544962,-81.47703863,477000,500,"Masonry",1993,1,FALSE,28.9,1,0.2,"X",FALSE,864,1,0.330924039706588,1,0.230640356076748,0.353033748067366
"17110",121952,30.275383059,-81.47490139,443000,1000,"Masonry",1997,1,FALSE,29.1,1,0.7,"X",FALSE,194,1,0.61661246814765,1,0.0888528981250115,0.0713088284671679
"17111",121953,30.280000083,-81.48159616,592000,2500,"Wood",1996,2,FALSE,36.6,1,5.7,"X",FALSE,1796,1,0.466047002701089,1,0.10106864774163,0.30756284667364
"17112",121954,30.281846631,-81.4807305,526000,1000,"Wood",1996,2,FALSE,37.7,1,6.9,"X",FALSE,1378,1,0.0165133019909263,1,0.0303975022397846,0.102965435251075
"17113",121955,30.28682966,-81.48313905,297000,1000,"Wood",1995,2,FALSE,29.6,1,-0.9,"X",FALSE,1739,1,0.370586140314117,1,1.09182859499855,1.26242982940387
"17114",121956,30.285616609,-81.48466447,240000,1000,"Wood",1995,2,FALSE,29.8,3,-2.1,"X",FALSE,1323,1,0.0698972358368337,1,0.684410821407384,0.57767279656945
"17115",121957,30.274827646,-81.48348488,490000,1000,"Wood",1995,1,FALSE,32.1,1,0.8,"X",FALSE,1449,1,0.772036544280127,1,0.0345173878132015,0.0583533602570303
"17116",121958,30.274925085,-81.47969149,309000,1000,"Wood",1992,1,FALSE,32.4,1,2.2,"X",FALSE,1495,1,0.671254074200988,1,0.0353229686763647,0.0829993092285373
"17117",121959,30.274832126,-81.48140281,386000,1000,"Wood",1993,1,FALSE,32,1,1.4,"X",FALSE,1803,1,0.353785989806056,1,0.111357429016966,0.2137304898967
"17118",121960,30.274252832,-81.48110561,392000,1000,"Wood",1993,1,FALSE,31.3,1,0.9,"X",FALSE,1653,1,0.973646319238469,NA,0.111281360097696,0.189524714598816
"17119",121961,30.274333887,-81.47913233,279000,1000,"Wood",1992,2,FALSE,31.4,1,1.5,"X",FALSE,1234,1,0.742732625920326,1,0.0313736765094523,0.0676539698335952
"17120",121962,30.274324403,-81.47829665,314000,1000,"Masonry",1992,1,FALSE,30.3,1,0.7,"X",FALSE,1008,1,0.206349791027606,1,0.102263627603661,0.169171122977835
"17121",121963,30.27437019,-81.47780296,368000,1000,"Wood",1993,1,FALSE,29.7,1,0.4,"X",FALSE,897,1,0.0756800000090152,1,0.119928871554291,0.186926827927149
"17122",121964,30.275728639,-81.48166086,438000,1000,"Wood",1997,1,FALSE,33.1,1,2.4,"X",FALSE,2015,1,0.66439497936517,1,0.103514049932875,0.255119177625766
"17123",121965,30.277083254,-81.48219952,586000,1000,"Wood",1994,1,FALSE,34.8,3,3.7,"X",FALSE,1864,1,0.217943430412561,1,0.0159632307779889,0.0423077357325406
"17124",121966,30.27920716,-81.48229661,486000,1000,"Wood",1995,2,FALSE,36,1,4.8,"X",FALSE,2094,1,0.226155072450638,1,0.0826551593353356,0.249610263089053
"17125",121967,30.278516536,-81.48355619,824000,1000,"Wood",1995,1,FALSE,33.9,1,2.4,"X",FALSE,1633,1,0.615392512176186,1,0.0922145427686051,0.234881229939949
"17126",121968,30.272953903,-81.47715051,326000,1000,"Wood",1991,1,FALSE,28.9,1,-0.2,"X",FALSE,465,1,0.910751767456532,NA,0.450697368704394,0.626732558981424
"17127",121969,30.27277651,-81.47736735,385000,1000,"Wood",1992,1,FALSE,28.9,1,-0.3,"X",FALSE,522,1,0.576874491060153,1,0.447389176293055,0.607126105303135
"17128",121970,30.27139094,-81.48203807,329000,1000,"Wood",1992,1,FALSE,29.1,1,-1.5,"X",FALSE,621,1,0.147035354981199,1,0.731754295949369,0.719930957786993
"17129",121971,30.271343976,-81.48228565,320000,1000,"Wood",1991,1,FALSE,29,1,-1.6,"X",FALSE,556,1,0.242244239430875,1,0.776545908056814,0.749297386377959
"17130",121972,30.27206772,-81.483692,339000,1000,"Wood",1992,1,FALSE,29.4,1,-1.8,"X",FALSE,585,1,0.141818718053401,1,0.459738982585504,0.421718582313859
"17131",121973,30.273127778,-81.48326438,444000,1000,"Wood",1993,2,FALSE,30.2,1,-0.8,"X",FALSE,991,1,0.917970472713932,NA,0.0975510002896438,0.122449091383108
"17132",121974,30.273820203,-81.48243662,421000,1000,"Masonry",1992,1,FALSE,31.1,1,0.2,"X",FALSE,1331,1,0.355561106698588,1,0.0315964532843584,0.0459058506936533
"17133",121975,30.273108629,-81.4826581,391000,1000,"Wood",1993,1,FALSE,30.2,3,-0.6,"X",FALSE,1067,1,0.793623515870422,1,0.0507259399395528,0.0599539977325094
"17134",121976,30.272899141,-81.48273269,371000,1000,"Wood",1992,2,FALSE,30.1,1,-0.8,"X",FALSE,988,1,0.667011849815026,1,0.0836784447079317,0.104229064764195
"17135",121977,30.273177434,-81.48486105,337000,1000,"Wood",1994,1,FALSE,29.8,1,-1.7,"X",FALSE,768,1,0.534344068961218,1,0.257987429954204,0.238300971199544
"17136",121978,30.271920245,-81.48496299,433000,1000,"Wood",1995,2,FALSE,28.9,1,-2.5,"X",FALSE,365,1,0.595809340011329,1,0.739610784167031,0.574797023685805
"17137",121979,30.272750548,-81.48632279,349000,2500,"Wood",1995,1,FALSE,29.1,1,-2.6,"X",FALSE,305,1,0.616051187273115,1,0.852333554340806,0.447526168537581
"17138",121980,30.273683367,-81.48642564,480000,1000,"Masonry",1994,1,FALSE,29.5,1,-2.4,"X",FALSE,459,1,0.939410876482725,NA,0.552648902063412,0.449761546521717
"17139",121981,30.27408136,-81.48529372,357000,1000,"Wood",1994,1,FALSE,30.4,1,-1.3,"X",FALSE,843,1,0.394536583684385,1,0.0949772049540485,0.0967222724287054
"17140",121982,30.272430305,-81.48577988,347000,1000,"Wood",1994,1,FALSE,29.1,1,-2.5,"X",FALSE,374,1,0.689714973093942,1,0.760532600510373,0.552409085518796
"17141",121983,30.274587216,-81.48563037,369000,1000,"Wood",1996,2,FALSE,30.4,1,-1.4,"X",FALSE,774,1,0.888258199673146,NA,0.105741922579996,0.115042419600167
"17142",121984,30.275546443,-81.48570238,348000,1000,"Wood",1994,1,FALSE,30.6,1,-1.2,"X",FALSE,741,1,0.560395088745281,1,0.111921444302187,0.117730294823991
"17143",121985,30.27761202,-81.48389773,379000,1000,"Wood",1994,1,FALSE,32.8,1,1.4,"X",FALSE,1394,1,0.644529909593985,1,0.111580699347069,0.217634012252526
"17144",121986,30.277035519,-81.48393634,358000,2500,"Wood",1994,1,FALSE,32.6,1,1.2,"X",FALSE,1322,1,0.708981927717105,1,0.120435025241517,0.207419558761618
"17145",121987,30.276225858,-81.48610513,428000,1000,"Wood",1995,2,FALSE,30.5,1,-1.6,"X",FALSE,607,1,0.0227112392894924,1,0.083063271769978,0.0879004821703561
"17146",121988,30.277975993,-81.48760509,432000,1000,"Wood",1995,2,FALSE,29.3,1,-3.1,"X",FALSE,413,1,0.44735949113965,1,0.96211381660266,0.715986688328982
